case_variant,task,core,stage,phase,start,end,duration,previous_core_task,previous_core_end,pred_tasks,remote_release_constraints,release,start_minus_release,idle_since_previous_core_task,gate_increment_over_all_ready,binding_remote_tasks,core_gate_binding,compute_work_by_pipe,pure_v_cycles,compute_max_pipe_cycles,local_makespan,duration_minus_local,local_minus_compute_max_pipe,estimated_finish
071-k4-chain-atomic-grain4,1,1,0,0,0,1015,1015,,0,[],{},0,0,0,0,[],False,"{'PIPE_V': 48, 'PIPE_M': 45}",48,48,356,659,308,48
071-k4-chain-atomic-grain4,2,2,0,0,0,440,440,,0,[],{},0,0,0,0,[],False,{'PIPE_V': 48},48,48,126,314,78,48
071-k4-chain-atomic-grain4,3,3,0,0,0,425,425,,0,[],{},0,0,0,0,[],False,{'PIPE_V': 72},72,72,140,285,68,72
071-k4-chain-atomic-grain4,4,0,1,0,1115,1432,317,0,1015,[0],{},1115,0,100,100,[],True,{'PIPE_V': 195},195,195,236,81,41,343
071-k4-chain-atomic-grain4,5,1,1,0,1115,1428,313,1,1015,[1],{},1115,0,100,100,[],True,{'PIPE_V': 177},177,177,229,84,52,325
071-k4-chain-atomic-grain4,6,2,1,0,540,979,439,2,440,[2],{},540,0,100,100,[],True,{'PIPE_V': 141},141,141,219,220,78,289
071-k4-chain-atomic-grain4,7,3,1,0,525,935,410,3,425,[3],{},525,0,100,100,[],True,{'PIPE_V': 208},208,208,260,150,52,380
071-k4-chain-atomic-grain4,8,3,1,1,2432,2784,352,7,935,"[0, 1, 4, 5, 6, 7]","{0: 2015, 1: 2015, 4: 2432, 5: 2428, 6: 1979}",2432,0,1497,1000,[4],False,{'PIPE_V': 216},216,216,397,-45,181,1559
071-k4-chain-atomic-grain4,9,0,2,0,3784,5389,1605,4,1432,[8],{8: 3784},3784,0,2352,1000,[8],False,{'PIPE_M': 498},0,498,622,983,124,3057
071-k4-chain-atomic-grain4,10,1,2,0,3784,5292,1508,5,1428,[8],{8: 3784},3784,0,2356,1000,[8],False,{'PIPE_M': 498},0,498,576,932,78,3057
071-k4-chain-atomic-grain4,11,2,2,0,3784,5389,1605,6,979,[8],{8: 3784},3784,0,2805,1000,[8],False,{'PIPE_M': 540},0,540,658,947,118,3099
071-k4-chain-atomic-grain4,12,3,2,0,2884,4473,1589,8,2784,[8],{},2884,0,100,100,[],True,{'PIPE_M': 1452},0,1452,1557,32,105,3111
071-k4-chain-atomic-grain4,13,0,3,0,6389,7500,1111,9,5389,"[9, 10, 11, 12]","{10: 6292, 11: 6389, 12: 5473}",6389,0,1000,1000,[11],False,"{'PIPE_M': 492, 'PIPE_V': 350}",350,492,760,351,268,4603
071-k4-chain-atomic-grain4,14,1,3,0,6389,7495,1106,10,5292,"[9, 10, 11, 12]","{9: 6389, 11: 6389, 12: 5473}",6389,0,1097,1000,"[9, 11]",False,"{'PIPE_M': 492, 'PIPE_V': 350}",350,492,768,338,276,4603
071-k4-chain-atomic-grain4,15,2,3,0,6389,7479,1090,11,5389,"[9, 10, 11, 12]","{9: 6389, 10: 6292, 12: 5473}",6389,0,1000,1000,[9],False,"{'PIPE_M': 480, 'PIPE_V': 342}",342,480,761,329,281,4591
071-k4-chain-atomic-grain4,16,3,3,0,4573,5891,1318,12,4473,[12],{},4573,0,100,100,[],True,"{'PIPE_M': 864, 'PIPE_V': 610}",610,864,1148,170,284,4075
071-k4-chain-atomic-grain4,17,0,4,0,7600,8085,485,13,7500,[13],{},7600,0,100,100,[],True,{'PIPE_V': 137},137,137,186,299,49,4840
071-k4-chain-atomic-grain4,18,1,4,0,7595,8082,487,14,7495,[14],{},7595,0,100,100,[],True,{'PIPE_V': 137},137,137,187,300,50,4840
071-k4-chain-atomic-grain4,19,2,4,0,7579,8043,464,15,7479,[15],{},7579,0,100,100,[],True,{'PIPE_V': 135},135,135,184,280,49,4826
071-k4-chain-atomic-grain4,20,3,4,0,5991,6300,309,16,5891,[16],{},5991,0,100,100,[],True,{'PIPE_V': 229},229,229,318,-9,89,4404
071-k4-chain-atomic-grain4,21,0,5,0,9082,9169,87,17,8085,"[17, 18, 19]","{18: 9082, 19: 9043}",9082,0,997,997,[18],False,{'PIPE_V': 84},84,84,87,0,3,5924
071-k4-chain-atomic-grain4,22,1,5,0,9085,9180,95,18,8082,"[17, 18, 19, 20]","{17: 9085, 19: 9043, 20: 7300}",9085,0,1003,1000,[17],False,{'PIPE_V': 84},84,84,87,8,3,5924
071-k4-chain-atomic-grain4,23,2,5,0,9085,9180,95,19,8043,"[17, 18, 19]","{17: 9085, 18: 9082}",9085,0,1042,1000,[17],False,{'PIPE_V': 84},84,84,87,8,3,5924
071-k4-chain-atomic-grain4,24,3,5,0,6400,6580,180,20,6300,[20],{},6400,0,100,100,[],True,{'PIPE_V': 168},168,168,171,9,3,4672
071-k4-chain-atomic-grain4,25,0,6,0,10180,10273,93,21,9169,"[17, 19, 21, 22, 23]","{19: 9043, 22: 10180, 23: 10180}",10180,0,1011,1000,"[22, 23]",False,{'PIPE_V': 84},84,84,87,6,3,7008
071-k4-chain-atomic-grain4,26,1,6,0,10180,10273,93,22,9180,"[18, 19, 21, 22, 23]","{19: 9043, 21: 10169, 23: 10180}",10180,0,1000,1000,[23],False,{'PIPE_V': 84},84,84,87,6,3,7008
071-k4-chain-atomic-grain4,27,2,6,0,10180,10273,93,23,9180,"[18, 22, 23]","{18: 9082, 22: 10180}",10180,0,1000,1000,[22],False,{'PIPE_V': 84},84,84,87,6,3,7008
071-k4-chain-atomic-grain4,28,3,6,0,9085,9262,177,24,6580,"[17, 18, 19, 24]","{17: 9085, 18: 9082, 19: 9043}",9085,0,2505,1000,[17],False,{'PIPE_V': 168},168,168,171,6,3,6008
071-k4-chain-atomic-grain4,29,0,7,0,10373,11380,1007,25,10273,"[13, 14, 15, 16, 25]","{14: 8495, 15: 8479, 16: 6891}",10373,0,100,100,[],True,{'PIPE_V': 445},445,445,472,535,27,7553
071-k4-chain-atomic-grain4,30,1,7,0,10373,11391,1018,26,10273,"[13, 14, 15, 26]","{13: 8500, 15: 8479}",10373,0,100,100,[],True,{'PIPE_V': 445},445,445,475,543,30,7553
071-k4-chain-atomic-grain4,31,2,7,0,10373,11391,1018,27,10273,"[13, 14, 15, 27]","{13: 8500, 14: 8495}",10373,0,100,100,[],True,{'PIPE_V': 445},445,445,475,543,30,7553
071-k4-chain-atomic-grain4,32,3,7,0,9362,10347,985,28,9262,"[13, 14, 15, 16, 28]","{13: 8500, 14: 8495, 15: 8479}",9362,0,100,100,[],True,{'PIPE_V': 955},955,955,985,0,30,7063
071-k4-chain-atomic-grain4,33,0,8,0,11480,12780,1300,29,11380,"[9, 10, 11, 12, 29]","{10: 6292, 11: 6389, 12: 5473}",11480,0,100,100,[],True,"{'PIPE_V': 259, 'PIPE_M': 450}",259,450,841,459,391,8103
071-k4-chain-atomic-grain4,34,1,8,0,11491,12786,1295,30,11391,"[9, 10, 12, 30]","{9: 6389, 12: 5473}",11491,0,100,100,[],True,"{'PIPE_V': 259, 'PIPE_M': 450}",259,450,770,525,320,8103
071-k4-chain-atomic-grain4,35,2,8,0,11491,12786,1295,31,11391,"[9, 10, 12, 31]","{9: 6389, 10: 6292, 12: 5473}",11491,0,100,100,[],True,"{'PIPE_V': 259, 'PIPE_M': 450}",259,450,770,525,320,8103
071-k4-chain-atomic-grain4,36,3,8,0,10447,12963,2516,32,10347,"[9, 10, 11, 12, 32]","{9: 6389, 10: 6292, 11: 6389}",10447,0,100,100,[],True,"{'PIPE_V': 513, 'PIPE_M': 978}",513,978,1568,948,590,8141
071-k4-chain-atomic-grain4,37,3,8,1,13786,15453,1667,36,12963,"[4, 5, 33, 34, 35, 36]","{33: 13780, 34: 13786, 35: 13786, 4: 2432, 5: 2428}",13786,0,823,823,"[34, 35]",False,"{'PIPE_V': 876, 'PIPE_M': 996}",876,996,1899,-232,903,10099
071-k4-chain-atomic-grain4,38,3,9,0,15553,15891,338,37,15453,[37],{},15553,0,100,100,[],True,{'PIPE_V': 216},216,216,379,-41,163,10415
071-k4-chain-atomic-grain4,39,0,10,0,16891,17754,863,33,12780,[38],{38: 16891},16891,0,4111,1000,[38],False,"{'PIPE_V': 104, 'PIPE_M': 294}",104,294,576,287,282,11709
071-k4-chain-atomic-grain4,40,1,10,0,16891,17754,863,34,12786,[38],{38: 16891},16891,0,4105,1000,[38],False,"{'PIPE_V': 104, 'PIPE_M': 294}",104,294,576,287,282,11709
071-k4-chain-atomic-grain4,41,3,10,0,15991,17576,1585,38,15891,[38],{},15991,0,100,100,[],True,"{'PIPE_V': 423, 'PIPE_M': 1314}",423,1314,1647,-62,333,11829
071-k4-chain-atomic-grain4,42,0,11,0,17854,18854,1000,39,17754,"[5, 37, 39]","{37: 16453, 5: 2428}",17854,0,100,100,[],True,"{'PIPE_V': 216, 'PIPE_M': 294}",216,294,720,280,426,12103
071-k4-chain-atomic-grain4,43,1,11,0,17854,18854,1000,40,17754,"[5, 37, 40]",{37: 16453},17854,0,100,100,[],True,"{'PIPE_V': 216, 'PIPE_M': 294}",216,294,720,280,426,12103
071-k4-chain-atomic-grain4,44,3,11,0,17676,20194,2518,41,17576,"[4, 37, 41]",{4: 2432},17676,0,100,100,[],True,"{'PIPE_M': 1314, 'PIPE_V': 936}",936,1314,2707,-189,1393,13243
