variant,cores,stage,root,root_core,root_start,root_end,period_from_previous_root,first_compute_start
vector,2,161,9570,0,2215783,2215796,13671,2202125
vector,2,162,9629,0,2229454,2229467,13671,2215796
vector,2,163,9688,0,2243125,2243138,13671,2229467
vector,2,164,9747,0,2256796,2256809,13671,2243138
vector,2,165,9806,0,2270467,2270480,13671,2256809
vector,2,166,9865,0,2284138,2284151,13671,2270480
vector,2,167,9924,0,2297809,2297822,13671,2284151
vector,2,168,9983,0,2311480,2311493,13671,2297822
vector,2,169,10042,0,2325151,2325164,13671,2311493
vector,2,170,10101,0,2338822,2338835,13671,2325164
vector,2,171,10160,0,2352493,2352506,13671,2338835
vector,2,172,10219,0,2366164,2366177,13671,2352506
vector,2,173,10278,0,2379835,2379848,13671,2366177
vector,2,174,10337,0,2393506,2393519,13671,2379848
vector,2,175,10396,0,2407177,2407190,13671,2393519
vector,2,176,10455,0,2420848,2420861,13671,2407190
vector,2,177,10514,0,2434519,2434532,13671,2420861
vector,2,178,10573,0,2448190,2448203,13671,2434532
vector,2,179,10632,0,2461861,2461874,13671,2448203
vector,2,180,10691,0,2475532,2475545,13671,2461874
vector,2,181,10750,0,2489203,2489216,13671,2475545
vector,2,182,10809,0,2502874,2502887,13671,2489216
vector,2,183,10868,0,2516545,2516558,13671,2502887
vector,2,184,10927,0,2530216,2530229,13671,2516558
vector,2,185,10986,0,2543887,2543900,13671,2530229
vector,2,186,11045,0,2557558,2557571,13671,2543900
vector,2,187,11104,0,2571229,2571242,13671,2557571
vector,2,188,11163,0,2584900,2584913,13671,2571242
vector,2,189,11222,0,2598571,2598584,13671,2584913
vector,2,190,11281,0,2612242,2612255,13671,2598584
vector,2,191,11340,0,2625913,2625926,13671,2612255
vector,2,192,11399,0,2639584,2639597,13671,2625926
vector,2,193,11458,0,2653255,2653268,13671,2639597
vector,2,194,11517,0,2666926,2666939,13671,2653268
vector,2,195,11576,0,2680597,2680610,13671,2666939
vector,2,196,11635,0,2694268,2694281,13671,2680610
vector,2,197,11694,0,2707939,2707952,13671,2694281
vector,2,198,11753,0,2721610,2721623,13671,2707952
vector,2,199,11812,0,2735281,2735294,13671,2721623
vector,2,200,11871,0,2748952,2748965,13671,2735294
vector,2,201,11930,0,2762623,2762636,13671,2748965
vector,2,202,11989,0,2776294,2776307,13671,2762636
vector,2,203,12048,0,2789965,2789978,13671,2776307
vector,2,204,12107,0,2803636,2803649,13671,2789978
vector,2,205,12166,0,2817307,2817320,13671,2803649
vector,2,206,12225,0,2830978,2830991,13671,2817320
vector,2,207,12284,0,2844649,2844662,13671,2830991
vector,2,208,12343,0,2858320,2858333,13671,2844662
vector,2,209,12402,0,2871991,2872004,13671,2858333
vector,2,210,12461,0,2885662,2885675,13671,2872004
vector,2,211,12520,0,2899333,2899346,13671,2885675
vector,2,212,12579,0,2913004,2913017,13671,2899346
vector,2,213,12638,0,2926675,2926688,13671,2913017
vector,2,214,12697,0,2940346,2940359,13671,2926688
vector,2,215,12756,0,2954017,2954030,13671,2940359
vector,2,216,12815,0,2967688,2967701,13671,2954030
vector,2,217,12874,0,2981359,2981372,13671,2967701
vector,2,218,12933,0,2995030,2995043,13671,2981372
vector,2,219,12992,0,3008701,3008714,13671,2995043
vector,2,220,13051,0,3022372,3022385,13671,3008714
vector,2,221,13110,0,3036043,3036056,13671,3022385
vector,2,222,13169,0,3049714,3049727,13671,3036056
vector,2,223,13228,0,3063385,3063398,13671,3049727
vector,2,224,13287,0,3077056,3077069,13671,3063398
vector,2,225,13346,0,3090727,3090740,13671,3077069
vector,2,226,13405,0,3104398,3104411,13671,3090740
vector,2,227,13464,0,3118069,3118082,13671,3104411
vector,2,228,13523,0,3131740,3131753,13671,3118082
vector,2,229,13582,0,3145411,3145424,13671,3131753
vector,2,230,13641,0,3159082,3159095,13671,3145424
vector,2,231,13700,0,3172753,3172766,13671,3159095
vector,2,232,13759,0,3186424,3186437,13671,3172766
vector,2,233,13818,0,3200095,3200108,13671,3186437
vector,2,234,13877,0,3213766,3213779,13671,3200108
vector,2,235,13936,0,3227437,3227450,13671,3213779
vector,2,236,13995,0,3241108,3241121,13671,3227450
vector,2,237,14054,0,3254779,3254792,13671,3241121
vector,2,238,14113,0,3268450,3268463,13671,3254792
vector,2,239,14172,0,3282121,3282134,13671,3268463
vector,2,240,14231,0,3295792,3295805,13671,3282134
vector,2,241,14290,0,3309463,3309476,13671,3295805
vector,2,242,14349,0,3323134,3323147,13671,3309476
vector,2,243,14408,0,3336805,3336818,13671,3323147
vector,2,244,14467,0,3350476,3350489,13671,3336818
vector,2,245,14526,0,3364147,3364160,13671,3350489
vector,2,246,14585,0,3377818,3377831,13671,3364160
vector,2,247,14644,0,3391489,3391502,13671,3377831
vector,2,248,14703,0,3405160,3405173,13671,3391502
vector,2,249,14762,0,3418831,3418844,13671,3405173
vector,2,250,14821,0,3432502,3432515,13671,3418844
vector,2,251,14880,0,3446173,3446186,13671,3432515
vector,2,252,14939,0,3459844,3459857,13671,3446186
vector,2,253,14998,0,3473515,3473528,13671,3459857
vector,2,254,15057,0,3487186,3487199,13671,3473528
vector,2,255,15116,0,3500857,3500870,13671,3487199
vector,2,256,15175,0,3514528,3514541,13671,3500870
vector,2,257,15234,0,3528199,3528212,13671,3514541
vector,2,258,15293,0,3541870,3541883,13671,3528212
vector,2,259,15352,0,3555541,3555554,13671,3541883
vector,2,260,15411,0,3569212,3569225,13671,3555554
vector,2,261,15470,0,3582883,3582896,13671,3569225
vector,2,262,15529,0,3596554,3596567,13671,3582896
vector,2,263,15588,0,3610225,3610238,13671,3596567
vector,2,264,15647,0,3623896,3623909,13671,3610238
vector,2,265,15706,0,3637567,3637580,13671,3623909
vector,2,266,15765,0,3651238,3651251,13671,3637580
vector,2,267,15824,0,3664909,3664922,13671,3651251
vector,2,268,15883,0,3678580,3678593,13671,3664922
vector,2,269,15942,0,3692251,3692264,13671,3678593
vector,2,270,16001,0,3705922,3705935,13671,3692264
vector,2,271,16060,0,3719593,3719606,13671,3705935
vector,2,272,16119,0,3733264,3733277,13671,3719606
vector,2,273,16178,0,3746935,3746948,13671,3733277
vector,2,274,16237,0,3760606,3760619,13671,3746948
vector,2,275,16296,0,3774277,3774290,13671,3760619
vector,2,276,16355,0,3787948,3787961,13671,3774290
vector,2,277,16414,0,3801619,3801632,13671,3787961
vector,2,278,16473,0,3815290,3815303,13671,3801632
vector,2,279,16532,0,3828961,3828974,13671,3815303
vector,2,280,16591,0,3842632,3842645,13671,3828974
vector,2,281,16650,0,3856303,3856316,13671,3842645
vector,2,282,16709,0,3869974,3869987,13671,3856316
vector,2,283,16768,0,3883645,3883658,13671,3869987
vector,2,284,16827,0,3897316,3897329,13671,3883658
vector,2,285,16886,0,3910987,3911000,13671,3897329
vector,2,286,16945,0,3924658,3924671,13671,3911000
vector,2,287,17004,0,3938329,3938342,13671,3924671
vector,2,288,17063,0,3952000,3952013,13671,3938342
vector,2,289,17122,0,3965671,3965684,13671,3952013
vector,2,290,17181,0,3979342,3979355,13671,3965684
vector,2,291,17240,0,3993013,3993026,13671,3979355
vector,2,292,17299,0,4006684,4006697,13671,3993026
vector,2,293,17358,0,4020355,4020368,13671,4006697
vector,2,294,17417,0,4034026,4034039,13671,4020368
vector,2,295,17476,0,4047697,4047710,13671,4034039
vector,2,296,17535,0,4061368,4061381,13671,4047710
vector,2,297,17594,0,4075039,4075052,13671,4061381
vector,2,298,17653,0,4088710,4088723,13671,4075052
vector,2,299,17712,0,4102381,4102394,13671,4088723
vector,2,300,17771,0,4116052,4116065,13671,4102394
vector,2,301,17830,0,4129723,4129736,13671,4116065
vector,2,302,17889,0,4143394,4143407,13671,4129736
vector,2,303,17948,0,4157065,4157078,13671,4143407
vector,2,304,18007,0,4170736,4170749,13671,4157078
vector,4,0,71,0,10208,10221,,2188
vector,4,1,130,0,18570,18583,8362,10221
vector,4,2,189,0,26932,26945,8362,18583
vector,4,3,248,0,35294,35307,8362,26945
vector,4,4,307,0,43656,43669,8362,35307
vector,4,5,366,0,52018,52031,8362,43669
vector,4,6,425,0,60380,60393,8362,52031
vector,4,7,484,0,68742,68755,8362,60393
vector,4,8,543,0,77104,77117,8362,68755
vector,4,9,602,0,85466,85479,8362,77117
vector,4,10,661,0,93828,93841,8362,85479
vector,4,11,720,0,102190,102203,8362,93841
vector,4,12,779,0,110552,110565,8362,102203
vector,4,13,838,0,118914,118927,8362,110565
vector,4,14,897,0,127276,127289,8362,118927
vector,4,15,956,0,135638,135651,8362,127289
vector,4,16,1015,0,144000,144013,8362,135651
vector,4,17,1074,0,152362,152375,8362,144013
vector,4,18,1133,0,160724,160737,8362,152375
vector,4,19,1192,0,169086,169099,8362,160737
vector,4,20,1251,0,177448,177461,8362,169099
vector,4,21,1310,0,185810,185823,8362,177461
vector,4,22,1369,0,194172,194185,8362,185823
vector,4,23,1428,0,202534,202547,8362,194185
vector,4,24,1487,0,210896,210909,8362,202547
vector,4,25,1546,0,219258,219271,8362,210909
vector,4,26,1605,0,227620,227633,8362,219271
vector,4,27,1664,0,235982,235995,8362,227633
vector,4,28,1723,0,244344,244357,8362,235995
vector,4,29,1782,0,252706,252719,8362,244357
vector,4,30,1841,0,261068,261081,8362,252719
vector,4,31,1900,0,269430,269443,8362,261081
vector,4,32,1959,0,277792,277805,8362,269443
vector,4,33,2018,0,286154,286167,8362,277805
vector,4,34,2077,0,294516,294529,8362,286167
vector,4,35,2136,0,302878,302891,8362,294529
vector,4,36,2195,0,311240,311253,8362,302891
vector,4,37,2254,0,319602,319615,8362,311253
vector,4,38,2313,0,327964,327977,8362,319615
vector,4,39,2372,0,336326,336339,8362,327977
vector,4,40,2431,0,344688,344701,8362,336339
vector,4,41,2490,0,353050,353063,8362,344701
vector,4,42,2549,0,361412,361425,8362,353063
vector,4,43,2608,0,369774,369787,8362,361425
vector,4,44,2667,0,378136,378149,8362,369787
vector,4,45,2726,0,386498,386511,8362,378149
vector,4,46,2785,0,394860,394873,8362,386511
vector,4,47,2844,0,403222,403235,8362,394873
vector,4,48,2903,0,411584,411597,8362,403235
vector,4,49,2962,0,419946,419959,8362,411597
vector,4,50,3021,0,428308,428321,8362,419959
vector,4,51,3080,0,436670,436683,8362,428321
vector,4,52,3139,0,445032,445045,8362,436683
vector,4,53,3198,0,453394,453407,8362,445045
vector,4,54,3257,0,461756,461769,8362,453407
vector,4,55,3316,0,470118,470131,8362,461769
vector,4,56,3375,0,478480,478493,8362,470131
vector,4,57,3434,0,486842,486855,8362,478493
vector,4,58,3493,0,495204,495217,8362,486855
vector,4,59,3552,0,503566,503579,8362,495217
vector,4,60,3611,0,511928,511941,8362,503579
vector,4,61,3670,0,520290,520303,8362,511941
vector,4,62,3729,0,528652,528665,8362,520303
vector,4,63,3788,0,537014,537027,8362,528665
vector,4,64,3847,0,545376,545389,8362,537027
vector,4,65,3906,0,553738,553751,8362,545389
vector,4,66,3965,0,562100,562113,8362,553751
vector,4,67,4024,0,570462,570475,8362,562113
vector,4,68,4083,0,578824,578837,8362,570475
vector,4,69,4142,0,587186,587199,8362,578837
vector,4,70,4201,0,595548,595561,8362,587199
vector,4,71,4260,0,603910,603923,8362,595561
vector,4,72,4319,0,612272,612285,8362,603923
vector,4,73,4378,0,620634,620647,8362,612285
vector,4,74,4437,0,628996,629009,8362,620647
vector,4,75,4496,0,637358,637371,8362,629009
vector,4,76,4555,0,645720,645733,8362,637371
vector,4,77,4614,0,654082,654095,8362,645733
vector,4,78,4673,0,662444,662457,8362,654095
vector,4,79,4732,0,670806,670819,8362,662457
vector,4,80,4791,0,679168,679181,8362,670819
vector,4,81,4850,0,687530,687543,8362,679181
vector,4,82,4909,0,695892,695905,8362,687543
vector,4,83,4968,0,704254,704267,8362,695905
vector,4,84,5027,0,712616,712629,8362,704267
vector,4,85,5086,0,720978,720991,8362,712629
vector,4,86,5145,0,729340,729353,8362,720991
vector,4,87,5204,0,737702,737715,8362,729353
vector,4,88,5263,0,746064,746077,8362,737715
vector,4,89,5322,0,754426,754439,8362,746077
vector,4,90,5381,0,762788,762801,8362,754439
vector,4,91,5440,0,771150,771163,8362,762801
vector,4,92,5499,0,779512,779525,8362,771163
vector,4,93,5558,0,787874,787887,8362,779525
vector,4,94,5617,0,796236,796249,8362,787887
vector,4,95,5676,0,804598,804611,8362,796249
vector,4,96,5735,0,812960,812973,8362,804611
vector,4,97,5794,0,821322,821335,8362,812973
vector,4,98,5853,0,829684,829697,8362,821335
vector,4,99,5912,0,838046,838059,8362,829697
vector,4,100,5971,0,846408,846421,8362,838059
vector,4,101,6030,0,854770,854783,8362,846421
vector,4,102,6089,0,863132,863145,8362,854783
vector,4,103,6148,0,871494,871507,8362,863145
vector,4,104,6207,0,879856,879869,8362,871507
vector,4,105,6266,0,888218,888231,8362,879869
vector,4,106,6325,0,896580,896593,8362,888231
vector,4,107,6384,0,904942,904955,8362,896593
vector,4,108,6443,0,913304,913317,8362,904955
vector,4,109,6502,0,921666,921679,8362,913317
vector,4,110,6561,0,930028,930041,8362,921679
vector,4,111,6620,0,938390,938403,8362,930041
vector,4,112,6679,0,946752,946765,8362,938403
vector,4,113,6738,0,955114,955127,8362,946765
vector,4,114,6797,0,963476,963489,8362,955127
vector,4,115,6856,0,971838,971851,8362,963489
vector,4,116,6915,0,980200,980213,8362,971851
vector,4,117,6974,0,988562,988575,8362,980213
vector,4,118,7033,0,996924,996937,8362,988575
vector,4,119,7092,0,1005286,1005299,8362,996937
vector,4,120,7151,0,1013648,1013661,8362,1005299
vector,4,121,7210,0,1022010,1022023,8362,1013661
vector,4,122,7269,0,1030372,1030385,8362,1022023
vector,4,123,7328,0,1038734,1038747,8362,1030385
vector,4,124,7387,0,1047096,1047109,8362,1038747
vector,4,125,7446,0,1055458,1055471,8362,1047109
vector,4,126,7505,0,1063820,1063833,8362,1055471
vector,4,127,7564,0,1072182,1072195,8362,1063833
vector,4,128,7623,0,1080544,1080557,8362,1072195
vector,4,129,7682,0,1088906,1088919,8362,1080557
vector,4,130,7741,0,1097268,1097281,8362,1088919
vector,4,131,7800,0,1105630,1105643,8362,1097281
vector,4,132,7859,0,1113992,1114005,8362,1105643
vector,4,133,7918,0,1122354,1122367,8362,1114005
vector,4,134,7977,0,1130716,1130729,8362,1122367
vector,4,135,8036,0,1139078,1139091,8362,1130729
vector,4,136,8095,0,1147440,1147453,8362,1139091
vector,4,137,8154,0,1155802,1155815,8362,1147453
vector,4,138,8213,0,1164164,1164177,8362,1155815
vector,4,139,8272,0,1172526,1172539,8362,1164177
vector,4,140,8331,0,1180888,1180901,8362,1172539
vector,4,141,8390,0,1189250,1189263,8362,1180901
vector,4,142,8449,0,1197612,1197625,8362,1189263
vector,4,143,8508,0,1205974,1205987,8362,1197625
vector,4,144,8567,0,1214336,1214349,8362,1205987
vector,4,145,8626,0,1222698,1222711,8362,1214349
vector,4,146,8685,0,1231060,1231073,8362,1222711
vector,4,147,8744,0,1239422,1239435,8362,1231073
vector,4,148,8803,0,1247784,1247797,8362,1239435
vector,4,149,8862,0,1256146,1256159,8362,1247797
vector,4,150,8921,0,1264508,1264521,8362,1256159
vector,4,151,8980,0,1272870,1272883,8362,1264521
vector,4,152,9039,0,1281232,1281245,8362,1272883
vector,4,153,9098,0,1289594,1289607,8362,1281245
vector,4,154,9157,0,1297956,1297969,8362,1289607
vector,4,155,9216,0,1306318,1306331,8362,1297969
vector,4,156,9275,0,1314680,1314693,8362,1306331
vector,4,157,9334,0,1323042,1323055,8362,1314693
vector,4,158,9393,0,1331404,1331417,8362,1323055
vector,4,159,9452,0,1339766,1339779,8362,1331417
vector,4,160,9511,0,1348128,1348141,8362,1339779
vector,4,161,9570,0,1356490,1356503,8362,1348141
vector,4,162,9629,0,1364852,1364865,8362,1356503
vector,4,163,9688,0,1373214,1373227,8362,1364865
vector,4,164,9747,0,1381576,1381589,8362,1373227
vector,4,165,9806,0,1389938,1389951,8362,1381589
vector,4,166,9865,0,1398300,1398313,8362,1389951
vector,4,167,9924,0,1406662,1406675,8362,1398313
vector,4,168,9983,0,1415024,1415037,8362,1406675
vector,4,169,10042,0,1423386,1423399,8362,1415037
vector,4,170,10101,0,1431748,1431761,8362,1423399
vector,4,171,10160,0,1440110,1440123,8362,1431761
vector,4,172,10219,0,1448472,1448485,8362,1440123
vector,4,173,10278,0,1456834,1456847,8362,1448485
vector,4,174,10337,0,1465196,1465209,8362,1456847
vector,4,175,10396,0,1473558,1473571,8362,1465209
vector,4,176,10455,0,1481920,1481933,8362,1473571
vector,4,177,10514,0,1490282,1490295,8362,1481933
vector,4,178,10573,0,1498644,1498657,8362,1490295
vector,4,179,10632,0,1507006,1507019,8362,1498657
vector,4,180,10691,0,1515368,1515381,8362,1507019
vector,4,181,10750,0,1523730,1523743,8362,1515381
vector,4,182,10809,0,1532092,1532105,8362,1523743
vector,4,183,10868,0,1540454,1540467,8362,1532105
vector,4,184,10927,0,1548816,1548829,8362,1540467
vector,4,185,10986,0,1557178,1557191,8362,1548829
vector,4,186,11045,0,1565540,1565553,8362,1557191
vector,4,187,11104,0,1573902,1573915,8362,1565553
vector,4,188,11163,0,1582264,1582277,8362,1573915
vector,4,189,11222,0,1590626,1590639,8362,1582277
vector,4,190,11281,0,1598988,1599001,8362,1590639
vector,4,191,11340,0,1607350,1607363,8362,1599001
vector,4,192,11399,0,1615712,1615725,8362,1607363
vector,4,193,11458,0,1624074,1624087,8362,1615725
vector,4,194,11517,0,1632436,1632449,8362,1624087
vector,4,195,11576,0,1640798,1640811,8362,1632449
vector,4,196,11635,0,1649160,1649173,8362,1640811
vector,4,197,11694,0,1657522,1657535,8362,1649173
vector,4,198,11753,0,1665884,1665897,8362,1657535
vector,4,199,11812,0,1674246,1674259,8362,1665897
vector,4,200,11871,0,1682608,1682621,8362,1674259
vector,4,201,11930,0,1690970,1690983,8362,1682621
vector,4,202,11989,0,1699332,1699345,8362,1690983
vector,4,203,12048,0,1707694,1707707,8362,1699345
vector,4,204,12107,0,1716056,1716069,8362,1707707
vector,4,205,12166,0,1724418,1724431,8362,1716069
vector,4,206,12225,0,1732780,1732793,8362,1724431
vector,4,207,12284,0,1741142,1741155,8362,1732793
vector,4,208,12343,0,1749504,1749517,8362,1741155
vector,4,209,12402,0,1757866,1757879,8362,1749517
vector,4,210,12461,0,1766228,1766241,8362,1757879
vector,4,211,12520,0,1774590,1774603,8362,1766241
vector,4,212,12579,0,1782952,1782965,8362,1774603
vector,4,213,12638,0,1791314,1791327,8362,1782965
vector,4,214,12697,0,1799676,1799689,8362,1791327
vector,4,215,12756,0,1808038,1808051,8362,1799689
vector,4,216,12815,0,1816400,1816413,8362,1808051
vector,4,217,12874,0,1824762,1824775,8362,1816413
vector,4,218,12933,0,1833124,1833137,8362,1824775
vector,4,219,12992,0,1841486,1841499,8362,1833137
vector,4,220,13051,0,1849848,1849861,8362,1841499
vector,4,221,13110,0,1858210,1858223,8362,1849861
vector,4,222,13169,0,1866572,1866585,8362,1858223
vector,4,223,13228,0,1874934,1874947,8362,1866585
vector,4,224,13287,0,1883296,1883309,8362,1874947
vector,4,225,13346,0,1891658,1891671,8362,1883309
vector,4,226,13405,0,1900020,1900033,8362,1891671
vector,4,227,13464,0,1908382,1908395,8362,1900033
vector,4,228,13523,0,1916744,1916757,8362,1908395
vector,4,229,13582,0,1925106,1925119,8362,1916757
vector,4,230,13641,0,1933468,1933481,8362,1925119
vector,4,231,13700,0,1941830,1941843,8362,1933481
vector,4,232,13759,0,1950192,1950205,8362,1941843
vector,4,233,13818,0,1958554,1958567,8362,1950205
vector,4,234,13877,0,1966916,1966929,8362,1958567
vector,4,235,13936,0,1975278,1975291,8362,1966929
vector,4,236,13995,0,1983640,1983653,8362,1975291
vector,4,237,14054,0,1992002,1992015,8362,1983653
vector,4,238,14113,0,2000364,2000377,8362,1992015
vector,4,239,14172,0,2008726,2008739,8362,2000377
vector,4,240,14231,0,2017088,2017101,8362,2008739
vector,4,241,14290,0,2025450,2025463,8362,2017101
vector,4,242,14349,0,2033812,2033825,8362,2025463
vector,4,243,14408,0,2042174,2042187,8362,2033825
vector,4,244,14467,0,2050536,2050549,8362,2042187
vector,4,245,14526,0,2058898,2058911,8362,2050549
vector,4,246,14585,0,2067260,2067273,8362,2058911
vector,4,247,14644,0,2075622,2075635,8362,2067273
vector,4,248,14703,0,2083984,2083997,8362,2075635
vector,4,249,14762,0,2092346,2092359,8362,2083997
vector,4,250,14821,0,2100708,2100721,8362,2092359
vector,4,251,14880,0,2109070,2109083,8362,2100721
vector,4,252,14939,0,2117432,2117445,8362,2109083
vector,4,253,14998,0,2125794,2125807,8362,2117445
vector,4,254,15057,0,2134156,2134169,8362,2125807
vector,4,255,15116,0,2142518,2142531,8362,2134169
vector,4,256,15175,0,2150880,2150893,8362,2142531
vector,4,257,15234,0,2159242,2159255,8362,2150893
vector,4,258,15293,0,2167604,2167617,8362,2159255
vector,4,259,15352,0,2175966,2175979,8362,2167617
vector,4,260,15411,0,2184328,2184341,8362,2175979
vector,4,261,15470,0,2192690,2192703,8362,2184341
vector,4,262,15529,0,2201052,2201065,8362,2192703
vector,4,263,15588,0,2209414,2209427,8362,2201065
vector,4,264,15647,0,2217776,2217789,8362,2209427
vector,4,265,15706,0,2226138,2226151,8362,2217789
vector,4,266,15765,0,2234500,2234513,8362,2226151
vector,4,267,15824,0,2242862,2242875,8362,2234513
vector,4,268,15883,0,2251224,2251237,8362,2242875
vector,4,269,15942,0,2259586,2259599,8362,2251237
vector,4,270,16001,0,2267948,2267961,8362,2259599
vector,4,271,16060,0,2276310,2276323,8362,2267961
vector,4,272,16119,0,2284672,2284685,8362,2276323
vector,4,273,16178,0,2293034,2293047,8362,2284685
vector,4,274,16237,0,2301396,2301409,8362,2293047
vector,4,275,16296,0,2309758,2309771,8362,2301409
vector,4,276,16355,0,2318120,2318133,8362,2309771
vector,4,277,16414,0,2326482,2326495,8362,2318133
vector,4,278,16473,0,2334844,2334857,8362,2326495
vector,4,279,16532,0,2343206,2343219,8362,2334857
vector,4,280,16591,0,2351568,2351581,8362,2343219
vector,4,281,16650,0,2359930,2359943,8362,2351581
vector,4,282,16709,0,2368292,2368305,8362,2359943
vector,4,283,16768,0,2376654,2376667,8362,2368305
vector,4,284,16827,0,2385016,2385029,8362,2376667
vector,4,285,16886,0,2393378,2393391,8362,2385029
vector,4,286,16945,0,2401740,2401753,8362,2393391
vector,4,287,17004,0,2410102,2410115,8362,2401753
vector,4,288,17063,0,2418464,2418477,8362,2410115
vector,4,289,17122,0,2426826,2426839,8362,2418477
vector,4,290,17181,0,2435188,2435201,8362,2426839
vector,4,291,17240,0,2443550,2443563,8362,2435201
vector,4,292,17299,0,2451912,2451925,8362,2443563
vector,4,293,17358,0,2460274,2460287,8362,2451925
vector,4,294,17417,0,2468636,2468649,8362,2460287
vector,4,295,17476,0,2476998,2477011,8362,2468649
vector,4,296,17535,0,2485360,2485373,8362,2477011
vector,4,297,17594,0,2493722,2493735,8362,2485373
vector,4,298,17653,0,2502084,2502097,8362,2493735
vector,4,299,17712,0,2510446,2510459,8362,2502097
vector,4,300,17771,0,2518808,2518821,8362,2510459
vector,4,301,17830,0,2527170,2527183,8362,2518821
vector,4,302,17889,0,2535532,2535545,8362,2527183
vector,4,303,17948,0,2543894,2543907,8362,2535545
vector,4,304,18007,0,2552256,2552269,8362,2543907
vector,5,0,71,2,10205,10218,,2735
vector,5,1,130,2,17552,17565,7347,10218
vector,5,2,189,2,24899,24912,7347,17565
vector,5,3,248,2,32246,32259,7347,24912
vector,5,4,307,2,39593,39606,7347,32259
vector,5,5,366,2,46940,46953,7347,39606
vector,5,6,425,2,54287,54300,7347,46953
vector,5,7,484,2,61634,61647,7347,54300
vector,5,8,543,2,68981,68994,7347,61647
vector,5,9,602,2,76328,76341,7347,68994
vector,5,10,661,2,83675,83688,7347,76341
vector,5,11,720,2,91022,91035,7347,83688
vector,5,12,779,2,98369,98382,7347,91035
vector,5,13,838,2,105716,105729,7347,98382
vector,5,14,897,2,113063,113076,7347,105729
vector,5,15,956,2,120410,120423,7347,113076
vector,5,16,1015,2,127757,127770,7347,120423
vector,5,17,1074,2,135104,135117,7347,127770
vector,5,18,1133,2,142451,142464,7347,135117
vector,5,19,1192,2,149798,149811,7347,142464
vector,5,20,1251,2,157145,157158,7347,149811
vector,5,21,1310,2,164492,164505,7347,157158
vector,5,22,1369,2,171839,171852,7347,164505
vector,5,23,1428,2,179186,179199,7347,171852
vector,5,24,1487,2,186533,186546,7347,179199
vector,5,25,1546,2,193880,193893,7347,186546
vector,5,26,1605,2,201227,201240,7347,193893
vector,5,27,1664,2,208574,208587,7347,201240
vector,5,28,1723,2,215921,215934,7347,208587
vector,5,29,1782,2,223268,223281,7347,215934
vector,5,30,1841,2,230615,230628,7347,223281
vector,5,31,1900,2,237962,237975,7347,230628
vector,5,32,1959,2,245309,245322,7347,237975
vector,5,33,2018,2,252656,252669,7347,245322
vector,5,34,2077,2,260003,260016,7347,252669
vector,5,35,2136,2,267350,267363,7347,260016
vector,5,36,2195,2,274697,274710,7347,267363
vector,5,37,2254,2,282044,282057,7347,274710
vector,5,38,2313,2,289391,289404,7347,282057
vector,5,39,2372,2,296738,296751,7347,289404
vector,5,40,2431,2,304085,304098,7347,296751
vector,5,41,2490,2,311432,311445,7347,304098
vector,5,42,2549,2,318779,318792,7347,311445
vector,5,43,2608,2,326126,326139,7347,318792
vector,5,44,2667,2,333473,333486,7347,326139
vector,5,45,2726,2,340820,340833,7347,333486
vector,5,46,2785,2,348167,348180,7347,340833
vector,5,47,2844,2,355514,355527,7347,348180
vector,5,48,2903,2,362861,362874,7347,355527
vector,5,49,2962,2,370208,370221,7347,362874
vector,5,50,3021,2,377555,377568,7347,370221
vector,5,51,3080,2,384902,384915,7347,377568
vector,5,52,3139,2,392249,392262,7347,384915
vector,5,53,3198,2,399596,399609,7347,392262
vector,5,54,3257,2,406943,406956,7347,399609
vector,5,55,3316,2,414290,414303,7347,406956
vector,5,56,3375,2,421637,421650,7347,414303
vector,5,57,3434,2,428984,428997,7347,421650
vector,5,58,3493,2,436331,436344,7347,428997
vector,5,59,3552,2,443678,443691,7347,436344
vector,5,60,3611,2,451025,451038,7347,443691
vector,5,61,3670,2,458372,458385,7347,451038
vector,5,62,3729,2,465719,465732,7347,458385
vector,5,63,3788,2,473066,473079,7347,465732
vector,5,64,3847,2,480413,480426,7347,473079
vector,5,65,3906,2,487760,487773,7347,480426
vector,5,66,3965,2,495107,495120,7347,487773
vector,5,67,4024,2,502454,502467,7347,495120
vector,5,68,4083,2,509801,509814,7347,502467
vector,5,69,4142,2,517148,517161,7347,509814
vector,5,70,4201,2,524495,524508,7347,517161
vector,5,71,4260,2,531842,531855,7347,524508
vector,5,72,4319,2,539189,539202,7347,531855
vector,5,73,4378,2,546536,546549,7347,539202
vector,5,74,4437,2,553883,553896,7347,546549
vector,5,75,4496,2,561230,561243,7347,553896
vector,5,76,4555,2,568577,568590,7347,561243
vector,5,77,4614,2,575924,575937,7347,568590
vector,5,78,4673,2,583271,583284,7347,575937
vector,5,79,4732,2,590618,590631,7347,583284
vector,5,80,4791,2,597965,597978,7347,590631
vector,5,81,4850,2,605312,605325,7347,597978
vector,5,82,4909,2,612659,612672,7347,605325
vector,5,83,4968,2,620006,620019,7347,612672
vector,5,84,5027,2,627353,627366,7347,620019
vector,5,85,5086,2,634700,634713,7347,627366
vector,5,86,5145,2,642047,642060,7347,634713
vector,5,87,5204,2,649394,649407,7347,642060
vector,5,88,5263,2,656741,656754,7347,649407
vector,5,89,5322,2,664088,664101,7347,656754
vector,5,90,5381,2,671435,671448,7347,664101
vector,5,91,5440,2,678782,678795,7347,671448
vector,5,92,5499,2,686129,686142,7347,678795
