variant,event_id,op_id,core,pipe,start,end
p2,2-2-1000009072,1000009072,3,PIPE_MTE2,1579848,1579917
p2,2-2-3643,3643,3,PIPE_M,1582944,1586040
p2,2-2-3930,3930,3,PIPE_M,1586040,1589136
p2,2-2-1000009804,1000009804,3,PIPE_MTE3,1586040,1586245
p2,2-2-1000009078,1000009078,3,PIPE_MTE2,1586245,1586314
p2,2-2-1000009275,1000009275,3,PIPE_MTE2,1586314,1586519
p2,2-2-2927,2927,3,PIPE_V,1589136,1589544
p2,2-2-3213,3213,3,PIPE_M,1589136,1592232
p2,2-2-1000009788,1000009788,3,PIPE_MTE3,1589136,1589341
p2,2-2-1000009271,1000009271,3,PIPE_MTE2,1589341,1589546
p2,2-2-2928,2928,3,PIPE_V,1592232,1592640
p2,2-2-3500,3500,3,PIPE_M,1592232,1595328
p2,2-2-3787,3787,3,PIPE_M,1595328,1598424
p2,2-2-1000009814,1000009814,3,PIPE_MTE3,1595328,1595566
p2,2-2-1000009281,1000009281,3,PIPE_MTE2,1595566,1595771
p2,2-2-1000009327,1000009327,3,PIPE_MTE2,1595771,1595976
p2,2-2-2929,2929,3,PIPE_V,1595976,1596384
p2,2-2-1000009088,1000009088,3,PIPE_MTE2,1595976,1596045
p2,2-2-1000009405,1000009405,3,PIPE_MTE2,1596045,1596250
p2,2-2-2930,2930,3,PIPE_V,1596384,1596792
p2,2-2-1000009094,1000009094,3,PIPE_MTE2,1596384,1596453
p2,2-2-3070,3070,3,PIPE_M,1598424,1601520
p2,2-2-1000007353,1000007353,3,PIPE_MTE2,1598424,1598733
p2,2-2-1000009800,1000009800,3,PIPE_MTE3,1598424,1598937
p2,2-2-1000009100,1000009100,3,PIPE_MTE2,1598937,1599075
p2,2-2-1000009106,1000009106,3,PIPE_MTE2,1599075,1599177
p2,2-2-3357,3357,3,PIPE_M,1601520,1604616
p2,2-2-1000009397,1000009397,3,PIPE_MTE2,1601520,1601791
p2,2-2-3644,3644,3,PIPE_M,1604616,1607712
p2,2-2-3931,3931,3,PIPE_M,1607712,1610808
p2,2-2-1000009818,1000009818,3,PIPE_MTE3,1607712,1607917
p2,2-2-2931,2931,3,PIPE_V,1607917,1608325
p2,2-2-1000009411,1000009411,3,PIPE_MTE2,1608325,1608530
p2,2-2-1000009521,1000009521,3,PIPE_MTE2,1608530,1608735
p2,2-2-2932,2932,3,PIPE_V,1610808,1611216
p2,2-2-1000009822,1000009822,3,PIPE_MTE3,1610808,1611013
p2,2-2-1000009515,1000009515,3,PIPE_MTE2,1611013,1611361
p2,2-2-2933,2933,3,PIPE_V,1611361,1611769
p2,2-2-1000007269,1000007269,3,PIPE_MTE2,1611361,1611609
p2,2-2-1000009116,1000009116,3,PIPE_MTE2,1611609,1611774
p2,2-2-3214,3214,3,PIPE_M,1611774,1614870
p2,2-2-1000009499,1000009499,3,PIPE_MTE2,1611774,1612007
p2,2-2-2934,2934,3,PIPE_V,1614870,1615278
p2,2-2-1000009124,1000009124,3,PIPE_MTE2,1615278,1615347
p2,2-2-3501,3501,3,PIPE_M,1615347,1618443
p2,2-2-1000009122,1000009122,3,PIPE_MTE2,1615347,1615416
p2,2-2-3788,3788,3,PIPE_M,1618443,1621539
p2,2-2-1000009838,1000009838,3,PIPE_MTE3,1618443,1618805
p2,2-2-1000009527,1000009527,3,PIPE_MTE2,1618805,1619215
p2,2-2-1000009834,1000009834,3,PIPE_MTE3,1621539,1621744
p2,2-2-2935,2935,3,PIPE_V,1621744,1622152
p2,2-2-2936,2936,3,PIPE_V,1622152,1622560
p2,2-2-1000009162,1000009162,3,PIPE_MTE2,1622152,1622221
p2,2-2-2937,2937,3,PIPE_V,1622560,1622968
p2,2-2-3071,3071,3,PIPE_M,1622560,1625656
p2,2-2-1000009160,1000009160,3,PIPE_MTE2,1622560,1622684
p2,2-2-1000009627,1000009627,3,PIPE_MTE2,1622968,1623173
p2,2-2-2938,2938,3,PIPE_V,1623173,1623581
p2,2-2-3358,3358,3,PIPE_M,1625656,1628752
p2,2-2-1000007359,1000007359,3,PIPE_MTE2,1625656,1625759
p2,2-2-1000009158,1000009158,3,PIPE_MTE2,1625759,1625828
p2,2-2-1000009134,1000009134,3,PIPE_MTE2,1625828,1625897
p2,2-2-3645,3645,3,PIPE_M,1628752,1631848
p2,2-2-3932,3932,3,PIPE_M,1631848,1634944
p2,2-2-1000009886,1000009886,3,PIPE_MTE3,1631848,1632130
p2,2-2-2939,2939,3,PIPE_V,1632130,1632538
p2,2-2-2940,2940,3,PIPE_V,1632538,1632946
p2,2-2-2941,2941,3,PIPE_V,1632946,1633354
p2,2-2-1000007275,1000007275,3,PIPE_MTE2,1632946,1633095
p2,2-2-1000009156,1000009156,3,PIPE_MTE2,1633095,1633164
p2,2-2-1000009154,1000009154,3,PIPE_MTE2,1633164,1633266
p2,2-2-2942,2942,3,PIPE_V,1633354,1633762
p2,2-2-3215,3215,3,PIPE_M,1634944,1638040
p2,2-2-1000009152,1000009152,3,PIPE_MTE2,1634944,1635082
p2,2-2-1000009854,1000009854,3,PIPE_MTE3,1634944,1635218
p2,2-2-2943,2943,3,PIPE_V,1638040,1638448
p2,2-2-3502,3502,3,PIPE_M,1638040,1641136
p2,2-2-2944,2944,3,PIPE_V,1638448,1638856
p2,2-2-2945,2945,3,PIPE_V,1638856,1639264
p2,2-2-2946,2946,3,PIPE_V,1639264,1639672
p2,2-2-3789,3789,3,PIPE_M,1641136,1644232
p2,2-2-1000009140,1000009140,3,PIPE_MTE2,1641136,1641205
p2,2-2-1000009138,1000009138,3,PIPE_MTE2,1641205,1641274
p2,2-2-1000007365,1000007365,3,PIPE_MTE2,1641274,1641377
p2,2-2-1000009136,1000009136,3,PIPE_MTE2,1641377,1641446
p2,2-2-1000009150,1000009150,3,PIPE_MTE2,1641446,1641515
p2,2-2-1000007281,1000007281,3,PIPE_MTE2,1641515,1641618
p2,2-2-1000009148,1000009148,3,PIPE_MTE2,1641618,1641687
p2,2-2-3072,3072,3,PIPE_M,1644232,1647328
p2,2-2-1000009866,1000009866,3,PIPE_MTE3,1644232,1644437
p2,2-2-2947,2947,3,PIPE_V,1644437,1644845
p2,2-2-2948,2948,3,PIPE_V,1647328,1647736
p2,2-2-3359,3359,3,PIPE_M,1647328,1650424
p2,2-2-2949,2949,3,PIPE_V,1650424,1650832
p2,2-2-3646,3646,3,PIPE_M,1650424,1653520
p2,2-2-3933,3933,3,PIPE_M,1653520,1656616
p2,2-2-1000009882,1000009882,3,PIPE_MTE3,1653520,1653725
p2,2-2-1000009144,1000009144,3,PIPE_MTE2,1653725,1653794
p2,2-2-1000009142,1000009142,3,PIPE_MTE2,1653794,1653863
p2,2-2-1000007455,1000007455,3,PIPE_MTE2,1653863,1653966
p2,2-2-1000009146,1000009146,3,PIPE_MTE2,1653966,1654035
p2,2-2-1000009263,1000009263,3,PIPE_MTE2,1654035,1654355
p2,2-2-1000009309,1000009309,3,PIPE_MTE2,1654355,1655102
p2,2-2-3073,3073,3,PIPE_V,1656616,1657024
p2,2-2-3216,3216,3,PIPE_M,1656616,1659712
p2,2-2-1000009164,1000009164,3,PIPE_MTE2,1656616,1656754
p2,2-2-1000009850,1000009850,3,PIPE_MTE3,1656616,1656890
p2,2-2-1000007701,1000007701,3,PIPE_MTE3,1656890,1657095
p2,2-2-1000007371,1000007371,3,PIPE_MTE2,1657095,1657198
p2,2-2-1000009170,1000009170,3,PIPE_MTE2,1657198,1657313
p2,2-2-3503,3503,3,PIPE_M,1659712,1662808
p2,2-2-3790,3790,3,PIPE_M,1662808,1665904
p2,2-2-1000009176,1000009176,3,PIPE_MTE2,1662808,1662877
p2,2-2-4077,4077,3,PIPE_M,1665904,1669000
p2,2-2-1000009862,1000009862,3,PIPE_MTE3,1665904,1666109
p2,2-2-1000009387,1000009387,3,PIPE_MTE2,1666109,1666314
p2,2-2-3074,3074,3,PIPE_V,1666314,1666722
p2,2-2-3360,3360,3,PIPE_M,1669000,1672096
p2,2-2-1000009846,1000009846,3,PIPE_MTE3,1669000,1669205
p2,2-2-1000009381,1000009381,3,PIPE_MTE2,1669205,1669410
p2,2-2-3075,3075,3,PIPE_V,1672096,1672504
p2,2-2-3647,3647,3,PIPE_M,1672096,1675192
p2,2-2-3934,3934,3,PIPE_M,1675192,1678288
p2,2-2-1000009870,1000009870,3,PIPE_MTE3,1675192,1675397
p2,2-2-1000009393,1000009393,3,PIPE_MTE2,1675397,1675602
p2,2-2-1000009441,1000009441,3,PIPE_MTE2,1675602,1675827
p2,2-2-3076,3076,3,PIPE_V,1675827,1676235
p2,2-2-1000007287,1000007287,3,PIPE_MTE2,1675827,1676092
p2,2-2-1000009186,1000009186,3,PIPE_MTE2,1676092,1676280
p2,2-2-1000009493,1000009493,3,PIPE_MTE2,1676280,1676885
p2,2-2-3077,3077,3,PIPE_V,1676885,1677293
p2,2-2-1000009198,1000009198,3,PIPE_MTE2,1676885,1677023
p2,2-2-3217,3217,3,PIPE_M,1678288,1681384
p2,2-2-1000009858,1000009858,3,PIPE_MTE3,1678288,1678493
p2,2-2-1000009196,1000009196,3,PIPE_MTE2,1678493,1678562
p2,2-2-1000007461,1000007461,3,PIPE_MTE2,1678562,1678665
p2,2-2-1000009204,1000009204,3,PIPE_MTE2,1678665,1678734
p2,2-2-3504,3504,3,PIPE_M,1681384,1684480
p2,2-2-3791,3791,3,PIPE_M,1684480,1687576
p2,2-2-1000009489,1000009489,3,PIPE_MTE2,1684480,1684890
p2,2-2-1000009890,1000009890,3,PIPE_MTE3,1684480,1684890
p2,2-2-3078,3078,3,PIPE_V,1684890,1685298
p2,2-2-4078,4078,3,PIPE_M,1687576,1690672
p2,2-2-1000009874,1000009874,3,PIPE_MTE3,1687576,1687781
p2,2-2-1000009507,1000009507,3,PIPE_MTE2,1687781,1687986
p2,2-2-1000009623,1000009623,3,PIPE_MTE2,1687986,1688201
p2,2-2-3079,3079,3,PIPE_V,1688201,1688609
p2,2-2-1000009605,1000009605,3,PIPE_MTE2,1688609,1689058
p2,2-2-3080,3080,3,PIPE_V,1689058,1689466
p2,2-2-1000009214,1000009214,3,PIPE_MTE2,1689058,1689196
p2,2-2-1000009591,1000009591,3,PIPE_MTE2,1689466,1689695
p2,2-2-3361,3361,3,PIPE_M,1690672,1693768
p2,2-2-1000009878,1000009878,3,PIPE_MTE3,1690672,1690945
p2,2-2-3081,3081,3,PIPE_V,1690945,1691353
p2,2-2-1000007377,1000007377,3,PIPE_MTE2,1691353,1691456
p2,2-2-1000009220,1000009220,3,PIPE_MTE2,1691456,1691525
p2,2-2-1000009226,1000009226,3,PIPE_MTE2,1691525,1691594
p2,2-2-3648,3648,3,PIPE_M,1693768,1696864
p2,2-2-1000009894,1000009894,3,PIPE_MTE3,1696864,1697069
p2,2-2-3935,3935,3,PIPE_M,1697069,1700165
p2,2-2-1000009617,1000009617,3,PIPE_MTE2,1700165,1700575
p2,2-2-1000009898,1000009898,3,PIPE_MTE3,1700165,1700575
p2,2-2-3082,3082,3,PIPE_V,1700575,1700983
p2,2-2-3083,3083,3,PIPE_V,1700983,1701391
p2,2-2-1000007293,1000007293,3,PIPE_MTE2,1700983,1701292
p2,2-2-3084,3084,3,PIPE_V,1701391,1701799
p2,2-2-1000009238,1000009238,3,PIPE_MTE2,1701391,1701481
p2,2-2-3218,3218,3,PIPE_M,1701481,1704577
p2,2-2-1000009236,1000009236,3,PIPE_MTE2,1701481,1701550
p2,2-2-3085,3085,3,PIPE_V,1701799,1702207
p2,2-2-1000009232,1000009232,3,PIPE_MTE2,1701799,1701905
p2,2-2-1000007467,1000007467,3,PIPE_MTE2,1702207,1702379
p2,2-2-1000009234,1000009234,3,PIPE_MTE2,1702379,1702448
p2,2-2-3505,3505,3,PIPE_M,1704577,1707673
p2,2-2-3792,3792,3,PIPE_M,1707673,1710769
p2,2-2-4079,4079,3,PIPE_M,1710769,1713865
p2,2-2-1000009950,1000009950,3,PIPE_MTE3,1710769,1711043
p2,2-2-3086,3086,3,PIPE_V,1711043,1711451
p2,2-2-3087,3087,3,PIPE_V,1711451,1711859
p2,2-2-1000009260,1000009260,3,PIPE_MTE2,1711451,1711520
p2,2-2-3088,3088,3,PIPE_V,1711859,1712267
p2,2-2-1000007383,1000007383,3,PIPE_MTE2,1711859,1711962
p2,2-2-1000009258,1000009258,3,PIPE_MTE2,1711962,1712031
p2,2-2-3089,3089,3,PIPE_V,1712267,1712675
p2,2-2-1000009248,1000009248,3,PIPE_MTE2,1712267,1712381
p2,2-2-3362,3362,3,PIPE_M,1713865,1716961
p2,2-2-1000009910,1000009910,3,PIPE_MTE3,1713865,1714070
p2,2-2-3090,3090,3,PIPE_V,1716961,1717369
p2,2-2-3649,3649,3,PIPE_M,1716961,1720057
p2,2-2-3091,3091,3,PIPE_V,1717369,1717777
p2,2-2-3092,3092,3,PIPE_V,1717777,1718185
p2,2-2-3093,3093,3,PIPE_V,1718185,1718593
p2,2-2-3936,3936,3,PIPE_M,1720057,1723153
p2,2-2-1000007299,1000007299,3,PIPE_MTE2,1720057,1720160
p2,2-2-1000009244,1000009244,3,PIPE_MTE2,1720160,1720229
p2,2-2-1000009242,1000009242,3,PIPE_MTE2,1720229,1720298
p2,2-2-1000009240,1000009240,3,PIPE_MTE2,1720298,1720367
p2,2-2-1000007473,1000007473,3,PIPE_MTE2,1720367,1720470
p2,2-2-1000009246,1000009246,3,PIPE_MTE2,1720470,1720539
p2,2-2-1000009256,1000009256,3,PIPE_MTE2,1720539,1720608
p2,2-2-3219,3219,3,PIPE_M,1723153,1726249
p2,2-2-1000009922,1000009922,3,PIPE_MTE3,1723153,1723358
p2,2-2-3094,3094,3,PIPE_V,1726249,1726657
p2,2-2-3506,3506,3,PIPE_M,1726249,1729345
p2,2-2-3095,3095,3,PIPE_V,1729345,1729753
p2,2-2-3793,3793,3,PIPE_M,1729345,1732441
p2,2-2-3096,3096,3,PIPE_V,1729753,1730161
p2,2-2-4080,4080,3,PIPE_M,1732441,1735537
p2,2-2-1000009938,1000009938,3,PIPE_MTE3,1732441,1732646
p2,2-2-1000007389,1000007389,3,PIPE_MTE2,1732646,1732749
p2,2-2-1000009254,1000009254,3,PIPE_MTE2,1732749,1732818
p2,2-2-1000009250,1000009250,3,PIPE_MTE2,1732818,1732887
p2,2-2-1000009252,1000009252,3,PIPE_MTE2,1732887,1732956
p2,2-2-1000009375,1000009375,3,PIPE_MTE2,1732956,1733161
p2,2-2-1000009419,1000009419,3,PIPE_MTE2,1733161,1733533
p2,2-2-3363,3363,3,PIPE_M,1735537,1738633
p2,2-2-1000009906,1000009906,3,PIPE_MTE3,1735537,1735742
p2,2-2-3220,3220,3,PIPE_V,1735742,1736150
p2,2-2-1000007707,1000007707,3,PIPE_MTE3,1735742,1736016
p2,2-2-1000009268,1000009268,3,PIPE_MTE2,1735742,1735880
p2,2-2-1000009266,1000009266,3,PIPE_MTE2,1736016,1736085
p2,2-2-3650,3650,3,PIPE_M,1738633,1741729
p2,2-2-3937,3937,3,PIPE_M,1741729,1744825
p2,2-2-4224,4224,3,PIPE_M,1744825,1747921
p2,2-2-1000007479,1000007479,3,PIPE_MTE2,1744825,1745031
p2,2-2-1000009918,1000009918,3,PIPE_MTE3,1744825,1745133
p2,2-2-1000009278,1000009278,3,PIPE_MTE2,1745133,1745202
p2,2-2-1000009481,1000009481,3,PIPE_MTE2,1745202,1745407
p2,2-2-3221,3221,3,PIPE_V,1747921,1748329
p2,2-2-3507,3507,3,PIPE_M,1747921,1751017
p2,2-2-1000009902,1000009902,3,PIPE_MTE3,1747921,1748126
p2,2-2-1000009475,1000009475,3,PIPE_MTE2,1748126,1748331
p2,2-2-3222,3222,3,PIPE_V,1751017,1751425
p2,2-2-3794,3794,3,PIPE_M,1751017,1754113
p2,2-2-4081,4081,3,PIPE_M,1754113,1757209
p2,2-2-1000009926,1000009926,3,PIPE_MTE3,1754113,1754318
p2,2-2-1000009485,1000009485,3,PIPE_MTE2,1754318,1754523
p2,2-2-1000009535,1000009535,3,PIPE_MTE2,1754523,1754728
p2,2-2-3223,3223,3,PIPE_V,1754728,1755136
p2,2-2-1000009288,1000009288,3,PIPE_MTE2,1754728,1754797
p2,2-2-1000009585,1000009585,3,PIPE_MTE2,1754797,1755133
p2,2-2-3224,3224,3,PIPE_V,1755136,1755544
p2,2-2-1000007395,1000007395,3,PIPE_MTE2,1755136,1755342
p2,2-2-1000009294,1000009294,3,PIPE_MTE2,1755342,1755480
p2,2-2-3364,3364,3,PIPE_M,1757209,1760305
p2,2-2-1000009914,1000009914,3,PIPE_MTE3,1757209,1757414
p2,2-2-1000009300,1000009300,3,PIPE_MTE2,1757414,1757483
p2,2-2-1000009306,1000009306,3,PIPE_MTE2,1757483,1757552
p2,2-2-3651,3651,3,PIPE_M,1760305,1763401
p2,2-2-3938,3938,3,PIPE_M,1763401,1766497
p2,2-2-1000009579,1000009579,3,PIPE_MTE2,1763401,1763606
p2,2-2-4225,4225,3,PIPE_M,1766497,1769593
p2,2-2-1000009930,1000009930,3,PIPE_MTE3,1766497,1766702
p2,2-2-3225,3225,3,PIPE_V,1766702,1767110
p2,2-2-1000009595,1000009595,3,PIPE_MTE2,1767110,1767375
p2,2-2-1000009631,1000009631,3,PIPE_MTE2,1767375,1767785
p2,2-2-3226,3226,3,PIPE_V,1769593,1770001
p2,2-2-1000009934,1000009934,3,PIPE_MTE3,1769593,1769840
p2,2-2-1000009691,1000009691,3,PIPE_MTE2,1769840,1770045
p2,2-2-3227,3227,3,PIPE_V,1770045,1770453
p2,2-2-1000009316,1000009316,3,PIPE_MTE2,1770045,1770114
p2,2-2-3508,3508,3,PIPE_M,1770114,1773210
p2,2-2-1000009685,1000009685,3,PIPE_MTE2,1770453,1770863
p2,2-2-3228,3228,3,PIPE_V,1770863,1771271
p2,2-2-1000009318,1000009318,3,PIPE_MTE2,1770863,1771001
p2,2-2-1000007485,1000007485,3,PIPE_MTE2,1771271,1771374
p2,2-2-1000009324,1000009324,3,PIPE_MTE2,1771374,1771443
p2,2-2-3795,3795,3,PIPE_M,1773210,1776306
p2,2-2-4082,4082,3,PIPE_M,1776306,1779402
p2,2-2-1000009942,1000009942,3,PIPE_MTE3,1776306,1776511
p2,2-2-1000009695,1000009695,3,PIPE_MTE2,1776511,1776889
p2,2-2-1000009946,1000009946,3,PIPE_MTE3,1779402,1779810
p2,2-2-3229,3229,3,PIPE_V,1779810,1780218
p2,2-2-3230,3230,3,PIPE_V,1780218,1780626
p2,2-2-1000009763,1000009763,3,PIPE_MTE2,1780218,1780837
p2,2-2-3231,3231,3,PIPE_V,1780837,1781245
p2,2-2-1000009338,1000009338,3,PIPE_MTE2,1780837,1780975
p2,2-2-3365,3365,3,PIPE_M,1780975,1784071
p2,2-2-1000007401,1000007401,3,PIPE_MTE2,1781245,1781507
p2,2-2-1000009344,1000009344,3,PIPE_MTE2,1781507,1781714
p2,2-2-3652,3652,3,PIPE_M,1784071,1787167
p2,2-2-1000009779,1000009779,3,PIPE_MTE2,1787167,1787647
p2,2-2-1000009954,1000009954,3,PIPE_MTE3,1787167,1787647
p2,2-2-3232,3232,3,PIPE_V,1787647,1788055
p2,2-2-1000009352,1000009352,3,PIPE_MTE2,1788055,1788124
p2,2-2-3939,3939,3,PIPE_M,1788124,1791220
p2,2-2-1000009350,1000009350,3,PIPE_MTE2,1788124,1788196
p2,2-2-4226,4226,3,PIPE_M,1791220,1794316
p2,2-2-1000009990,1000009990,3,PIPE_MTE3,1791220,1791564
p2,2-2-3233,3233,3,PIPE_V,1791564,1791972
p2,2-2-3234,3234,3,PIPE_V,1791972,1792380
p2,2-2-1000009372,1000009372,3,PIPE_MTE2,1791972,1792041
p2,2-2-3235,3235,3,PIPE_V,1792380,1792788
p2,2-2-1000009370,1000009370,3,PIPE_MTE2,1792380,1792449
p2,2-2-3236,3236,3,PIPE_V,1792788,1793196
p2,2-2-1000007491,1000007491,3,PIPE_MTE2,1792788,1792995
p2,2-2-3509,3509,3,PIPE_M,1794316,1797412
p2,2-2-1000009368,1000009368,3,PIPE_MTE2,1794316,1794490
p2,2-2-1000009966,1000009966,3,PIPE_MTE3,1794316,1794939
p2,2-2-1000009358,1000009358,3,PIPE_MTE2,1794490,1794697
p2,2-2-3237,3237,3,PIPE_V,1797412,1797820
p2,2-2-3796,3796,3,PIPE_M,1797412,1800508
p2,2-2-3238,3238,3,PIPE_V,1797820,1798228
p2,2-2-1000007407,1000007407,3,PIPE_MTE2,1797820,1797923
p2,2-2-1000009354,1000009354,3,PIPE_MTE2,1797923,1797992
p2,2-2-3239,3239,3,PIPE_V,1798228,1798636
p2,2-2-1000009356,1000009356,3,PIPE_MTE2,1798228,1798297
p2,2-2-3240,3240,3,PIPE_V,1798636,1799044
p2,2-2-1000009366,1000009366,3,PIPE_MTE2,1798636,1798705
p2,2-2-1000009364,1000009364,3,PIPE_MTE2,1799044,1799113
p2,2-2-4083,4083,3,PIPE_M,1800508,1803604
p2,2-2-3366,3366,3,PIPE_M,1803604,1806700
p2,2-2-1000009974,1000009974,3,PIPE_MTE3,1803604,1803948
p2,2-2-3241,3241,3,PIPE_V,1803948,1804356
p2,2-2-3653,3653,3,PIPE_M,1806700,1809796
p2,2-2-3242,3242,3,PIPE_V,1809796,1810204
p2,2-2-3940,3940,3,PIPE_M,1809796,1812892
p2,2-2-3243,3243,3,PIPE_V,1810204,1810612
p2,2-2-4227,4227,3,PIPE_M,1812892,1815988
p2,2-2-1000009362,1000009362,3,PIPE_MTE2,1812892,1813066
p2,2-2-1000009986,1000009986,3,PIPE_MTE3,1812892,1813377
p2,2-2-1000007497,1000007497,3,PIPE_MTE2,1813377,1813736
p2,2-2-1000009360,1000009360,3,PIPE_MTE2,1813736,1813943
p2,2-2-1000009469,1000009469,3,PIPE_MTE2,1813943,1814558
p2,2-2-1000009511,1000009511,3,PIPE_MTE2,1814558,1815173
p2,2-2-3367,3367,3,PIPE_V,1815173,1815581
p2,2-2-1000007413,1000007413,3,PIPE_MTE2,1815173,1815482
p2,2-2-1000009378,1000009378,3,PIPE_MTE2,1815482,1815688
p2,2-2-3510,3510,3,PIPE_M,1815988,1819084
p2,2-2-1000009384,1000009384,3,PIPE_MTE2,1815988,1816162
p2,2-2-1000009958,1000009958,3,PIPE_MTE3,1815988,1816454
p2,2-2-1000007713,1000007713,3,PIPE_MTE3,1816454,1817260
p2,2-2-1000009390,1000009390,3,PIPE_MTE2,1817260,1817501
p2,2-2-3797,3797,3,PIPE_M,1819084,1822180
p2,2-2-4084,4084,3,PIPE_M,1822180,1825276
p2,2-2-1000009575,1000009575,3,PIPE_MTE2,1822180,1822385
p2,2-2-3368,3368,3,PIPE_V,1822385,1822793
p2,2-2-3654,3654,3,PIPE_M,1825276,1828372
p2,2-2-1000009563,1000009563,3,PIPE_MTE2,1825276,1825975
p2,2-2-1000009970,1000009970,3,PIPE_MTE3,1825276,1825975
p2,2-2-3369,3369,3,PIPE_V,1825975,1826383
p2,2-2-3941,3941,3,PIPE_M,1828372,1831468
p2,2-2-4228,4228,3,PIPE_M,1831468,1834564
p2,2-2-1000009571,1000009571,3,PIPE_MTE2,1831468,1831880
p2,2-2-1000009982,1000009982,3,PIPE_MTE3,1831468,1831880
p2,2-2-1000009611,1000009611,3,PIPE_MTE2,1831880,1832288
p2,2-2-3370,3370,3,PIPE_V,1832288,1832696
p2,2-2-1000009400,1000009400,3,PIPE_MTE2,1832288,1832357
p2,2-2-1000009681,1000009681,3,PIPE_MTE2,1832357,1832562
p2,2-2-3371,3371,3,PIPE_V,1832696,1833104
p2,2-2-1000009402,1000009402,3,PIPE_MTE2,1832696,1832765
p2,2-2-1000007503,1000007503,3,PIPE_MTE2,1832765,1832868
p2,2-2-3511,3511,3,PIPE_M,1834564,1837660
p2,2-2-1000009408,1000009408,3,PIPE_MTE2,1834564,1834738
p2,2-2-1000009962,1000009962,3,PIPE_MTE3,1834564,1835030
p2,2-2-1000009667,1000009667,3,PIPE_MTE2,1835030,1835645
p2,2-2-3372,3372,3,PIPE_V,1835645,1836053
p2,2-2-3798,3798,3,PIPE_M,1837660,1840756
p2,2-2-1000009673,1000009673,3,PIPE_MTE2,1837660,1838127
p2,2-2-4085,4085,3,PIPE_M,1840756,1843852
p2,2-2-1000009751,1000009751,3,PIPE_MTE2,1840756,1841100
p2,2-2-3373,3373,3,PIPE_V,1841100,1841508
p2,2-2-1000009747,1000009747,3,PIPE_MTE2,1841508,1841713
p2,2-2-3374,3374,3,PIPE_V,1841713,1842121
p2,2-2-1000007419,1000007419,3,PIPE_MTE2,1841713,1841816
p2,2-2-1000009426,1000009426,3,PIPE_MTE2,1841816,1841885
p2,2-2-1000009743,1000009743,3,PIPE_MTE2,1842121,1842326
p2,2-2-3655,3655,3,PIPE_M,1843852,1846948
p2,2-2-1000009978,1000009978,3,PIPE_MTE3,1843852,1844057
p2,2-2-3375,3375,3,PIPE_V,1844057,1844465
p2,2-2-1000009438,1000009438,3,PIPE_MTE2,1844057,1844126
p2,2-2-1000009436,1000009436,3,PIPE_MTE2,1844465,1844603
p2,2-2-3942,3942,3,PIPE_M,1846948,1850044
p2,2-2-4229,4229,3,PIPE_M,1850044,1853140
p2,2-2-1000009769,1000009769,3,PIPE_MTE2,1853140,1853550
p2,2-2-1000009994,1000009994,3,PIPE_MTE3,1853140,1853550
p2,2-2-3376,3376,3,PIPE_V,1853550,1853958
p2,2-2-3377,3377,3,PIPE_V,1853958,1854366
p2,2-2-1000009448,1000009448,3,PIPE_MTE2,1853958,1854027
p2,2-2-3378,3378,3,PIPE_V,1854366,1854774
p2,2-2-3512,3512,3,PIPE_M,1854366,1857462
p2,2-2-1000009446,1000009446,3,PIPE_MTE2,1854366,1854435
p2,2-2-3379,3379,3,PIPE_V,1854774,1855182
p2,2-2-1000007509,1000007509,3,PIPE_MTE2,1854774,1854883
p2,2-2-1000009444,1000009444,3,PIPE_MTE2,1854883,1854952
p2,2-2-3380,3380,3,PIPE_V,1855182,1855590
p2,2-2-3381,3381,3,PIPE_V,1855590,1855998
p2,2-2-1000007425,1000007425,3,PIPE_MTE2,1855590,1855693
p2,2-2-1000009466,1000009466,3,PIPE_MTE2,1855693,1855762
p2,2-2-1000009464,1000009464,3,PIPE_MTE2,1855998,1856067
p2,2-2-3799,3799,3,PIPE_M,1857462,1860558
p2,2-2-3382,3382,3,PIPE_V,1860558,1860966
p2,2-2-4086,4086,3,PIPE_M,1860558,1863654
p2,2-2-3383,3383,3,PIPE_V,1860966,1861374
p2,2-2-1000009462,1000009462,3,PIPE_MTE2,1860966,1861036
p2,2-2-3656,3656,3,PIPE_M,1863654,1866750
p2,2-2-3384,3384,3,PIPE_V,1866750,1867158
p2,2-2-3943,3943,3,PIPE_M,1866750,1869846
p2,2-2-3385,3385,3,PIPE_V,1867158,1867566
p2,2-2-3386,3386,3,PIPE_V,1869846,1870254
p2,2-2-4230,4230,3,PIPE_M,1869846,1872942
p2,2-2-1000009454,1000009454,3,PIPE_MTE2,1869846,1869915
p2,2-2-1000009452,1000009452,3,PIPE_MTE2,1869915,1869984
p2,2-2-1000007515,1000007515,3,PIPE_MTE2,1869984,1870087
p2,2-2-1000009450,1000009450,3,PIPE_MTE2,1870087,1870156
p2,2-2-3387,3387,3,PIPE_V,1870254,1870662
p2,2-2-3388,3388,3,PIPE_V,1872942,1873350
p2,2-2-3513,3513,3,PIPE_M,1872942,1876038
p2,2-2-1000010002,1000010002,3,PIPE_MTE3,1872942,1873147
p2,2-2-3389,3389,3,PIPE_V,1873350,1873758
p2,2-2-3390,3390,3,PIPE_V,1876038,1876446
p2,2-2-3800,3800,3,PIPE_M,1876038,1879134
p2,2-2-1000007431,1000007431,3,PIPE_MTE2,1876038,1876141
